Date,Open,High,Low,Close
2020-01-02,13.286913762622596,13.286913762622596,13.19097900390625,13.19097900390625
2020-01-03,13.238945960998535,13.286913338826754,13.190978583170315,13.238945960998535
2020-01-06,13.143012046813965,13.19097942771326,13.095044665914669,13.143012046813965
2020-01-07,13.143012472173389,13.190979854625096,13.09504508972168,13.09504508972168
2020-01-08,13.09504459837962,13.143011979031535,13.047078132629395,13.047078132629395
2020-01-09,13.047077364587294,13.286913338826754,13.047077364587294,13.238945960998535
2020-01-10,13.23894744224438,13.334881293732787,13.23894744224438,13.286914825439453
2020-01-13,13.143012046813965,13.19097942771326,13.047078199917067,13.143012046813965
2020-01-14,13.143011979031535,13.190979359683448,12.951143371325568,13.047078132629395
2020-01-15,13.047078025285035,13.047078025285035,12.903175884513244,12.951143264770508
2020-01-16,12.999110751977481,13.047078132629395,12.951143371325568,13.047078132629395
2020-01-17,13.047078132629395,13.047078132629395,12.999110751977481,13.047078132629395
2020-01-20,13.047078132629395,13.09504459837962,12.999110751977481,13.047078132629395
2020-01-30,11.799930996828095,12.135700836899002,11.75196361541748,11.75196361541748
2020-01-31,11.751964041474828,11.94383265917162,11.608062806927668,11.703996658325195
2020-02-03,11.176356531470494,11.464159896358927,10.888554081483736,11.368226051330566
2020-02-04,13.334880113430122,13.334880113430122,11.60806179046631,11.608061790466309
2020-02-05,11.608062806927668,11.751964041474828,11.560095423778035,11.703996658325195
2020-02-06,11.751963367462158,12.039766734951773,11.751963367462158,11.991799354553223
2020-02-07,11.943832226158241,11.943832226158241,11.75196361541748,11.75196361541748
2020-02-10,11.512127519525206,11.703996128536954,11.416192757568485,11.656028747558594
2020-02-11,11.656028852596247,11.799930996828095,11.656028852596247,11.75196361541748
2020-02-12,11.75196326169547,11.895864486694336,11.75196326169547,11.895864486694336
2020-02-13,11.943831211152625,12.327569314925183,11.943831211152625,12.183667182922363
2020-02-14,12.087734115350322,12.087734115350322,11.895864593756123,11.991799354553223
2020-02-17,11.847897952195504,11.847897952195504,11.70399581313829,11.799930572509766
2020-02-18,11.75196326169547,11.895864486694336,11.703995881728623,11.895864486694336
2020-02-19,11.895864245755162,12.183667604825393,11.895864245755162,12.135700225830078
2020-02-20,12.183668497952832,12.183668497952832,11.943832500296667,12.039767265319824
2020-02-21,12.03976709571814,12.03976709571814,11.847898483276367,11.847898483276367
2020-02-24,11.703995633463379,11.751963012412741,11.560094411516946,11.608061790466309
2020-02-25,11.512127032567584,11.656028254514016,11.464159653618221,11.608061790466309
2020-02-26,11.512127032567584,11.703995633463379,11.512127032567584,11.608061790466309
2020-02-27,11.51212745267421,11.560094833374023,11.320258844776644,11.560094833374023
2020-03-02,11.320258921390934,11.320258921390934,11.128390312194824,11.128390312194824
2020-03-03,11.22432415934203,11.272291540366483,11.032455550145919,11.128390312194824
2020-03-04,11.128390066407151,11.368226051330566,11.080422686442134,11.368226051330566
2020-03-05,11.464160071974396,11.656028679871962,11.464160071974396,11.560094833374023
2020-03-06,11.46415978659299,11.512127166098736,11.224323803965934,11.27229118347168
2020-03-09,11.12839020546475,11.224324051691877,11.032455444335938,11.032455444335938
2020-03-10,10.98448823472641,11.32025898900127,10.936520853415471,11.224324226379395
2020-03-11,11.224324226379395,11.65602882837443,11.224324226379395,11.224324226379395
2020-03-12,11.176356491029287,11.176356491029287,10.744651902709581,10.84058666229248
2020-03-13,9.881242686656638,10.408882032454638,9.833275307056516,10.312947273254395
2020-03-16,10.312946584085749,10.360913960480422,9.641406059265137,9.641406059265137
2020-03-17,9.267261969644501,9.37279038466014,9.065799713134767,9.065799713134766
2020-03-18,9.017832451031472,9.017832451031472,8.164016950704383,8.202390670776367
2020-03-19,7.674751471847719,7.8090599519696555,7.386948108673096,7.386948108673096
2020-03-20,7.530849796311434,7.962554841420244,7.530849796311434,7.588410377502441
2020-03-23,7.454102270449576,7.85702633423129,7.252640009833304,7.770686149597168
2020-03-24,7.7706865174936715,8.547754620302015,7.7706865174936715,8.279138565063477
2020-03-25,8.816370198363126,9.065799836463915,8.442226656113597,8.883524894714355
2020-03-26,8.960272654381368,8.989052716757067,8.518974400046687,8.739623069763184
2020-03-27,8.91230500251401,9.113767262814395,8.730030059814453,8.730030059814453
2020-03-30,8.528568633214592,8.816371106147521,8.250358905118143,8.634096145629883
2020-03-31,8.701249561203431,8.797184324672074,8.528568267822266,8.528568267822266
2020-04-01,8.547754317713533,8.682062798029166,8.44222681418804,8.672469139099121
2020-04-06,8.662875863654685,8.691656841718892,8.44222718790604,8.65328311920166
2020-04-07,8.787590222409069,8.893118639885792,8.64368899936111,8.701249122619629
2020-04-08,8.701250008259922,9.180922020444514,8.691657263341567,9.132955551147461
2020-04-09,9.248076393319584,10.025144512904445,9.238482733842803,9.929210662841797
2020-04-10,9.785307463980423,9.929209595964938,9.497504114913017,9.833274841308594
2020-04-13,9.689374460557286,9.833275690060908,9.641407079088841,9.737340927124023
2020-04-14,9.737340086652251,9.929209595964938,9.689373624225704,9.833274841308594
2020-04-15,9.977177356134835,10.217013359069824,9.929210887469234,10.217013359069824
2020-04-16,10.025144046510391,10.073111426761018,9.881242820660193,9.977176666259766
2020-04-17,10.169046116679652,10.169046116679652,9.881242752075195,9.881242752075195
2020-04-20,9.785307884216309,9.881242642992628,9.593439281565335,9.785307884216309
2020-04-21,9.737340322744785,9.881242458218367,9.593439102172852,9.593439102172852
2020-04-22,9.401570503109724,9.68937385915524,9.248075623859222,9.593439102172852
2020-04-23,9.593439102172852,9.737340322744785,9.574251784815715,9.593439102172852
2020-04-24,9.574252634424015,9.583846293953913,9.459131464770415,9.497505187988281
2020-04-27,9.641407079088841,9.785308308592466,9.593439697620399,9.737340927124023
2020-04-28,9.881242512342915,10.217012333817156,9.833275133588979,10.121078491210938
2020-04-29,10.360914694181323,11.032455266556608,10.312947314389874,10.84058666229248
2020-04-30,11.080422824900344,11.368226193385096,10.840586836979996,11.032455444335938
2020-05-04,10.504816227437308,10.744652218542734,10.169046388830733,10.696684837341309
2020-05-05,10.648718304056427,10.696684770054421,10.552783542257048,10.600750923156738
2020-05-06,10.552782826021286,10.600750203665344,10.36091423034668,10.36091423034668
2020-05-07,10.36091524839278,10.552783862920075,10.312947866035527,10.456849098205566
2020-05-08,10.600750816128647,10.648718196544044,10.456848674882455,10.504816055297852
2020-05-11,10.648718058028352,10.984487886765159,10.600750678236903,10.84058666229248
2020-05-12,10.840586481309924,10.840586481309924,10.600750501258384,10.648717880249023
2020-05-13,10.552784128747398,10.744652748107912,10.504816745181834,10.74465274810791
2020-05-14,10.60075039088133,10.648717769372524,10.552783012390137,10.552783012390137
2020-05-15,10.648717581309404,10.648717581309404,10.36091423034668,10.36091423034668
2020-05-18,10.360914761012427,10.552783366514166,10.264980000810718,10.408882141113281
2020-05-19,10.792619102319286,10.840586481309924,10.552783122267746,10.648717880249023
2020-05-20,10.7926195318538,10.888554293653177,10.600750923156738,10.600750923156738
2020-05-21,10.648718475091544,10.840587086870316,10.648718475091544,10.792619705200195
2020-05-22,10.744651611453264,10.744651611453264,10.552783012390137,10.552783012390137
2020-05-25,10.600750989840158,10.696684837341309,10.456848846235884,10.696684837341309
2020-05-26,10.744652748107912,10.792620131673475,10.648718895878527,10.74465274810791
2020-05-27,10.840587676494946,10.984488914430456,10.74465290793677,10.936521530151367
2020-05-28,11.08042308031921,11.12839046198933,10.696684941859955,10.792619705200195
2020-05-29,10.648717769372524,10.744651611453264,10.552783012390137,10.552783012390137
2020-06-01,10.648717880249023,10.744651723328646,10.600750501258384,10.648717880249023
2020-06-02,10.696684837341309,10.744652218542734,10.600750989840158,10.696684837341309
2020-06-03,10.744652323530076,10.888554468540438,10.696684941859955,10.792619705200195
2020-06-04,10.936521530151365,11.12839106726772,10.888555060774035,10.936521530151367
2020-06-05,11.08042245182663,11.895864234359173,11.08042245182663,11.608061790466309
2020-06-08,11.847897952195504,11.895864416979572,11.608061968668483,11.799930572509766
2020-06-09,11.847898807774092,11.847898807774092,11.560095423778035,11.703996658325195
2020-06-10,11.703996658325195,11.751964041474828,11.560095423778035,11.703996658325195
2020-06-11,11.656028936732874,11.656028936732874,11.320259094238283,11.320259094238281
2020-06-12,10.840586836979996,11.032455444335938,10.696684695286777,11.032455444335938
2020-06-15,10.936520935308849,11.08042308031921,10.792619705200195,10.792619705200195
2020-06-16,10.888553801405127,11.080422401428223,10.888553801405127,11.080422401428223
2020-06-17,11.17635667112747,11.17635667112747,10.888554217544405,11.032455444335938
2020-06-18,11.032454838271127,11.032454838271127,10.888553619384766,10.888553619384766
2020-06-19,10.888554042083932,10.936520506973709,10.79261928250103,10.84058666229248
2020-06-22,10.840587086870316,10.936520935308849,10.744652323530076,10.792619705200195
2020-06-23,10.888554468540438,10.888554468540438,10.744652323530076,10.792619705200195
2020-06-24,10.840587676494946,10.936521530151365,10.792620292215858,10.936521530151367
2020-06-29,10.792619599744159,10.840586980945584,10.648718371041584,10.696684837341309
2020-06-30,10.84058751523904,10.888554898804605,10.744652748107912,10.74465274810791
2020-07-01,10.79261928250103,10.84058666229248,10.744651902709581,10.84058666229248
2020-07-02,10.840587086870316,10.888554468540438,10.744652323530076,10.792619705200195
2020-07-03,10.840587086870316,10.936520935308849,10.744652323530076,10.792619705200195
2020-07-06,10.84058666229248,10.936520506973709,10.79261928250103,10.84058666229248
2020-07-07,10.888554387006236,11.224324226379395,10.792619624384361,11.224324226379395
2020-07-08,11.224323622720132,11.368225758913693,10.98448764396585,11.080422401428223
2020-07-09,11.08042308031921,11.08042308031921,10.792619705200195,10.792619705200195
2020-07-10,10.792620131673475,10.936521367468425,10.696685364542347,10.74465274810791
2020-07-13,10.792620131673475,10.84058751523904,10.648718895878527,10.74465274810791
2020-07-14,10.696684344338006,10.744651723328646,10.648717880249023,10.648717880249023
2020-07-15,10.792619102319286,10.792619102319286,10.600750501258384,10.648717880249023
2020-07-16,10.744652323530076,10.888554468540438,10.648718475091544,10.792619705200195
2020-07-17,10.888554898804605,10.936521367468425,10.696685364542347,10.74465274810791
2020-07-20,10.744652323530076,10.792619705200195,10.648718475091544,10.792619705200195
2020-07-21,10.792620131673475,10.84058751523904,10.696685364542347,10.74465274810791
2020-07-22,10.744652218542734,10.792619599744159,10.696684837341309,10.696684837341309
2020-07-23,10.696684344338006,10.744651723328646,10.600750501258384,10.648717880249023
2020-07-24,10.648717769372524,10.648717769372524,10.552783012390137,10.552783012390137
2020-07-27,10.552783690707193,10.552783690707193,10.26498031616211,10.26498031616211
2020-07-28,10.169046116679652,10.169046116679652,9.881242752075195,9.881242752075195
2020-07-29,9.88124302929861,10.360915012129594,9.785308266771732,10.169046401977539
2020-07-30,10.217013359069824,10.26498074263717,10.121079506836875,10.217013359069824
2020-07-31,10.217012620709863,10.504815986413313,10.217012620709863,10.408882141113281
2020-08-03,10.456849192323821,10.504816575112812,10.025144577026365,10.025144577026367
2020-08-04,10.073111959815357,10.121079342604347,9.929210726350115,10.025144577026367
2020-08-05,10.073111959815357,10.121079342604347,9.977177194237376,10.025144577026367
2020-08-06,10.1210790207141,10.360915012129594,10.073111639450662,10.169046401977539
2020-08-07,10.408882460885504,10.648718453856121,10.217012934587645,10.26498031616211
2020-08-10,10.312947142216206,10.792619102319286,10.312947142216206,10.648717880249023
